Initial.Name,bill,vote,District,Party
J. Gooch,HB167,YEA,H12,Republican
M. Meredith,HB167,YEA,H19,Republican
R. Rothenburger,HB167,YEA,H58,Republican
L. Bechler,HB167,YEA,H4,Republican
D. Graham,HB167,YEA,H57,Democratic
R. Meyer,HB167,YEA,H39,Democratic
B. Rowland,HB167,YEA,H21,Republican
L. Belcher,HB167,YEA,H49,Democratic
J. Greer,HB167,YEA,H27,Democratic
S. Miles,HB167,YEA,H7,Republican
S. Rudy,HB167,YEA,H1,Republican
D. Bentley,HB167,YEA,H98,Republican
D. Hale,HB167,YEA,H74,Republican
C. Miller,HB167,YEA,H28,Democratic
S. Santoro,HB167,YEA,H60,Republican
J. Blanton,HB167,YEA,H92,Republican
C. Harris,HB167,YEA,H93,Democratic
J. Miller,HB167,YEA,H36,Republican
D. Schamore,HB167,YEA,H10,Democratic
K. Bratcher,HB167,YEA,H29,Republican
M. Hart,HB167,YEA,H78,Republican
R. Mills,HB167,YEA,H11,Republican
A. Scott,HB167,YEA,H41,Democratic
G. Brown,HB167,YEA,H77,Democratic
A. Hatton,HB167,YEA,H94,Democratic
T. Moore,HB167,YEA,H18,Republican
J. Shell,HB167,YEA,H71,Republican
L. Brown,HB167,YEA,H95,Republican
R. Heath,HB167,YEA,H2,Republican
C. Morgan,HB167,YEA,H81,Republican
A. Simpson,HB167,YEA,H65,Democratic
T. Burch,HB167,YEA,H30,Democratic
T. Herald,HB167,YEA,H91,Republican
K. Moser,HB167,YEA,H64,Republican
J. Sims,HB167,YEA,H70,Democratic
M. Cantrell,HB167,YEA,H38,Democratic
R. Bunch,HB167,YEA,H82,Republican
R. Nelson,HB167,YEA,H87,Democratic
D. St. Onge,HB167,YEA,H63,Republican
M. Castlen,HB167,YEA,H14,Republican
K. Imes,HB167,YEA,H5,Republican
J. Nemes,HB167,YEA,H33,Republican
J. Stewart,HB167,YEA,H86,Republican
T. Couch,HB167,YEA,H90,Republican
J. Jenkins,HB167,YEA,H44,Democratic
D. Osborne,HB167,YEA,H59,Republican
W. Stone,HB167,YEA,H22,Democratic
W. Coursey,HB167,YEA,H6,Democratic
DJ. Johnson,HB167,YEA,H13,Republican
S. Overly,HB167,YEA,H72,Democratic
W. Thomas,HB167,YEA,H8,Republican
J. DeCesare,HB167,YEA,H17,Republican
J. Kay,HB167,YEA,H56,Democratic
D. Owens,HB167,YEA,H43,Democratic
J. Tipton,HB167,YEA,H53,Republican
J. Donohue,HB167,YEA,H37,Democratic
D. Keene,HB167,YEA,H67,Democratic
R. Palumbo,HB167,YEA,H76,Democratic
T. Turner,HB167,YEA,H85,Republican
M. Dossett,HB167,YEA,H9,Republican
K. King,HB167,YEA,H55,Republican
J. Petrie,HB167,YEA,H16,Republican
K. Upchurch,HB167,YEA,H52,Republican
J. DuPlessis,HB167,YEA,H25,Republican
A. Koenig,HB167,YEA,H69,Republican
P. Pratt,HB167,YEA,H62,Republican
G. Watkins,HB167,YEA,H3,Democratic
D. Elliott,HB167,YEA,H54,Republican
S. Lee,HB167,YEA,H45,Republican
M. Prunty,HB167,YEA,H15,Republican
J. Wayne,HB167,YEA,H35,Democratic
K. Fleming,HB167,YEA,H48,Republican
M. Marzian,HB167,YEA,H34,Democratic
R. Rand,HB167,YEA,H47,Democratic
R. Webber,HB167,YEA,H26,Republican
K. Flood,HB167,YEA,H75,Democratic
D. Mayfield,HB167,YEA,H73,Republican
W. Reed,HB167,YEA,H24,Republican
W. Wells,HB167,YEA,H97,Republican
C. Fugate,HB167,YEA,H84,Republican
C. McCoy,HB167,YEA,H50,Republican
J. Richards,HB167,YEA,H20,Democratic
S. Westrom,HB167,YEA,H79,Democratic
A. Gentry,HB167,YEA,H46,Democratic
D. Meade,HB167,YEA,H80,Republican
S. Riggs,HB167,YEA,H31,Democratic
A. Wuchner,HB167,YEA,H66,Republican
R. Goforth,HB167,YEA,H81,Republican
R. Meeks,HB167,YEA,H42,Democratic
S. Riley,HB167,YEA,H23,Republican
R. Benvenuti,HB167,NV,H88,Republican
K. Sinnette,HB167,NV,H100,Democratic
B. Linder,HB167,NV,H61,Republican
J. Hoover,HB167,NV,H83,Republican
J. Carney,HB167,NV,H51,Republican
J. York,HB167,NV,H96,Republican
P. Moffett,HB167,NV,H32,Republican
D. Horlander,HB167,NV,H40,Democratic
J. Fischer,HB167,NV,H68,Republican
R. Adkins,HB168,YEA,H99,Democratic
J. Gooch,HB168,YEA,H12,Republican
R. Meeks,HB168,YEA,H42,Democratic
B. Rowland,HB168,YEA,H21,Republican
L. Bechler,HB168,YEA,H4,Republican
D. Graham,HB168,YEA,H57,Democratic
M. Meredith,HB168,YEA,H19,Republican
S. Rudy,HB168,YEA,H1,Republican
D. Bentley,HB168,YEA,H98,Republican
D. Hale,HB168,YEA,H74,Republican
R. Meyer,HB168,YEA,H39,Democratic
S. Santoro,HB168,YEA,H60,Republican
J. Blanton,HB168,YEA,H92,Republican
C. Harris,HB168,YEA,H93,Democratic
S. Miles,HB168,YEA,H7,Republican
D. Schamore,HB168,YEA,H10,Democratic
K. Bratcher,HB168,YEA,H29,Republican
M. Hart,HB168,YEA,H78,Republican
J. Miller,HB168,YEA,H36,Republican
A. Scott,HB168,YEA,H41,Democratic
G. Brown,HB168,YEA,H77,Democratic
R. Heath,HB168,YEA,H2,Republican
R. Mills,HB168,YEA,H11,Republican
J. Shell,HB168,YEA,H71,Republican
L. Brown,HB168,YEA,H95,Republican
T. Herald,HB168,YEA,H91,Republican
P. Moffett,HB168,YEA,H32,Republican
J. Sims,HB168,YEA,H70,Democratic
T. Burch,HB168,YEA,H30,Democratic
J. Hoover,HB168,YEA,H83,Republican
T. Moore,HB168,YEA,H18,Republican
K. Sinnette,HB168,YEA,H100,Democratic
M. Cantrell,HB168,YEA,H38,Democratic
R. Bunch,HB168,YEA,H82,Republican
C. Morgan,HB168,YEA,H81,Republican
D. St. Onge,HB168,YEA,H63,Republican
J. Carney,HB168,YEA,H51,Republican
K. Imes,HB168,YEA,H5,Republican
K. Moser,HB168,YEA,H64,Republican
J. Stewart,HB168,YEA,H86,Republican
M. Castlen,HB168,YEA,H14,Republican
J. Jenkins,HB168,YEA,H44,Democratic
J. Nemes,HB168,YEA,H33,Republican
W. Stone,HB168,YEA,H22,Democratic
T. Couch,HB168,YEA,H90,Republican
DJ. Johnson,HB168,YEA,H13,Republican
D. Osborne,HB168,YEA,H59,Republican
W. Thomas,HB168,YEA,H8,Republican
W. Coursey,HB168,YEA,H6,Democratic
J. Kay,HB168,YEA,H56,Democratic
S. Overly,HB168,YEA,H72,Democratic
J. Tipton,HB168,YEA,H53,Republican
J. Donohue,HB168,YEA,H37,Democratic
D. Keene,HB168,YEA,H67,Democratic
R. Palumbo,HB168,YEA,H76,Democratic
T. Turner,HB168,YEA,H85,Republican
M. Dossett,HB168,YEA,H9,Republican
K. King,HB168,YEA,H55,Republican
J. Petrie,HB168,YEA,H16,Republican
K. Upchurch,HB168,YEA,H52,Republican
J. DuPlessis,HB168,YEA,H25,Republican
A. Koenig,HB168,YEA,H69,Republican
P. Pratt,HB168,YEA,H62,Republican
J. Wayne,HB168,YEA,H35,Democratic
D. Elliott,HB168,YEA,H54,Republican
S. Lee,HB168,YEA,H45,Republican
M. Prunty,HB168,YEA,H15,Republican
R. Webber,HB168,YEA,H26,Republican
J. Fischer,HB168,YEA,H68,Republican
B. Linder,HB168,YEA,H61,Republican
R. Rand,HB168,YEA,H47,Democratic
W. Wells,HB168,YEA,H97,Republican
K. Fleming,HB168,YEA,H48,Republican
M. Marzian,HB168,YEA,H34,Democratic
W. Reed,HB168,YEA,H24,Republican
S. Westrom,HB168,YEA,H79,Democratic
K. Flood,HB168,YEA,H75,Democratic
D. Mayfield,HB168,YEA,H73,Republican
S. Riggs,HB168,YEA,H31,Democratic
A. Wuchner,HB168,YEA,H66,Republican
C. Fugate,HB168,YEA,H84,Republican
C. McCoy,HB168,YEA,H50,Republican
S. Riley,HB168,YEA,H23,Republican
J. York,HB168,YEA,H96,Republican
A. Gentry,HB168,YEA,H46,Democratic
D. Meade,HB168,YEA,H80,Republican
R. Rothenburger,HB168,YEA,H58,Republican
R. Benvenuti,HB168,NV,H88,Republican
A. Simpson,HB168,NV,H65,Democratic
R. Nelson,HB168,NV,H87,Democratic
A. Hatton,HB168,NV,H94,Democratic
J. DeCesare,HB168,NV,H17,Republican
G. Watkins,HB168,NV,H3,Democratic
D. Owens,HB168,NV,H43,Democratic
D. Horlander,HB168,NV,H40,Democratic
J. Greer,HB168,NV,H27,Democratic
J. Richards,HB168,NV,H20,Democratic
C. Miller,HB168,NV,H28,Democratic
L. Bechler,HB169,YEA,H4,Republican
K. Fleming,HB169,YEA,H48,Republican
C. McCoy,HB169,YEA,H50,Republican
S. Riggs,HB169,YEA,H31,Democratic
D. Bentley,HB169,YEA,H98,Republican
C. Fugate,HB169,YEA,H84,Republican
D. Meade,HB169,YEA,H80,Republican
S. Riley,HB169,YEA,H23,Republican
R. Benvenuti,HB169,YEA,H88,Republican
A. Gentry,HB169,YEA,H46,Democratic
M. Meredith,HB169,YEA,H19,Republican
B. Rowland,HB169,YEA,H21,Republican
J. Blanton,HB169,YEA,H92,Republican
R. Goforth,HB169,YEA,H81,Republican
S. Miles,HB169,YEA,H7,Republican
S. Rudy,HB169,YEA,H1,Republican
K. Bratcher,HB169,YEA,H29,Republican
J. Gooch,HB169,YEA,H12,Republican
J. Miller,HB169,YEA,H36,Republican
S. Santoro,HB169,YEA,H60,Republican
L. Brown,HB169,YEA,H95,Republican
D. Hale,HB169,YEA,H74,Republican
R. Mills,HB169,YEA,H11,Republican
J. Shell,HB169,YEA,H71,Republican
J. Carney,HB169,YEA,H51,Republican
M. Hart,HB169,YEA,H78,Republican
P. Moffett,HB169,YEA,H32,Republican
D. St. Onge,HB169,YEA,H63,Republican
M. Castlen,HB169,YEA,H14,Republican
R. Heath,HB169,YEA,H2,Republican
T. Moore,HB169,YEA,H18,Republican
J. Stewart,HB169,YEA,H86,Republican
T. Couch,HB169,YEA,H90,Republican
R. Bunch,HB169,YEA,H82,Republican
C. Morgan,HB169,YEA,H81,Republican
W. Thomas,HB169,YEA,H8,Republican
W. Coursey,HB169,YEA,H6,Democratic
K. Imes,HB169,YEA,H5,Republican
D. Osborne,HB169,YEA,H59,Republican
J. Tipton,HB169,YEA,H53,Republican
J. DeCesare,HB169,YEA,H17,Republican
DJ. Johnson,HB169,YEA,H13,Republican
J. Petrie,HB169,YEA,H16,Republican
K. Upchurch,HB169,YEA,H52,Republican
M. Dossett,HB169,YEA,H9,Republican
K. King,HB169,YEA,H55,Republican
P. Pratt,HB169,YEA,H62,Republican
R. Webber,HB169,YEA,H26,Republican
J. DuPlessis,HB169,YEA,H25,Republican
A. Koenig,HB169,YEA,H69,Republican
M. Prunty,HB169,YEA,H15,Republican
A. Wuchner,HB169,YEA,H66,Republican
D. Elliott,HB169,YEA,H54,Republican
S. Lee,HB169,YEA,H45,Republican
W. Reed,HB169,YEA,H24,Republican
J. York,HB169,YEA,H96,Republican
J. Fischer,HB169,YEA,H68,Republican
D. Mayfield,HB169,YEA,H73,Republican
J. Richards,HB169,YEA,H20,Democratic
R. Adkins,HB169,NAY,H99,Democratic
J. Greer,HB169,NAY,H27,Democratic
C. Miller,HB169,NAY,H28,Democratic
A. Scott,HB169,NAY,H41,Democratic
L. Belcher,HB169,NAY,H49,Democratic
C. Harris,HB169,NAY,H93,Democratic
K. Moser,HB169,NAY,H64,Republican
A. Simpson,HB169,NAY,H65,Democratic
G. Brown,HB169,NAY,H77,Democratic
A. Hatton,HB169,NAY,H94,Democratic
J. Nemes,HB169,NAY,H33,Republican
J. Sims,HB169,NAY,H70,Democratic
T. Burch,HB169,NAY,H30,Democratic
J. Jenkins,HB169,NAY,H44,Democratic
S. Overly,HB169,NAY,H72,Democratic
K. Sinnette,HB169,NAY,H100,Democratic
M. Cantrell,HB169,NAY,H38,Democratic
J. Kay,HB169,NAY,H56,Democratic
R. Palumbo,HB169,NAY,H76,Democratic
W. Stone,HB169,NAY,H22,Democratic
J. Donohue,HB169,NAY,H37,Democratic
M. Marzian,HB169,NAY,H34,Democratic
R. Rand,HB169,NAY,H47,Democratic
J. Wayne,HB169,NAY,H35,Democratic
K. Flood,HB169,NAY,H75,Democratic
R. Meeks,HB169,NAY,H42,Democratic
D. Schamore,HB169,NAY,H10,Democratic
S. Westrom,HB169,NAY,H79,Democratic
D. Graham,HB169,NAY,H57,Democratic
R. Meyer,HB169,NAY,H39,Democratic
T. Herald,HB169,NV,H91,Republican
G. Watkins,HB169,NV,H3,Democratic
D. Owens,HB169,NV,H43,Democratic
D. Keene,HB169,NV,H67,Democratic
J. Hoover,HB169,NV,H83,Republican
W. Wells,HB169,NV,H97,Republican
R. Rothenburger,HB169,NV,H58,Republican
B. Linder,HB169,NV,H61,Republican
D. Horlander,HB169,NV,H40,Democratic
T. Turner,HB169,NV,H85,Republican
R. Nelson,HB169,NV,H87,Democratic
R. Adkins,HB172,YEA,H99,Democratic
A. Gentry,HB172,YEA,H46,Democratic
D. Meade,HB172,YEA,H80,Republican
S. Riley,HB172,YEA,H23,Republican
L. Bechler,HB172,YEA,H4,Republican
J. Gooch,HB172,YEA,H12,Republican
R. Meeks,HB172,YEA,H42,Democratic
R. Rothenburger,HB172,YEA,H58,Republican
D. Bentley,HB172,YEA,H98,Republican
D. Graham,HB172,YEA,H57,Democratic
M. Meredith,HB172,YEA,H19,Republican
B. Rowland,HB172,YEA,H21,Republican
R. Benvenuti,HB172,YEA,H88,Republican
J. Greer,HB172,YEA,H27,Democratic
R. Meyer,HB172,YEA,H39,Democratic
S. Rudy,HB172,YEA,H1,Republican
J. Blanton,HB172,YEA,H92,Republican
D. Hale,HB172,YEA,H74,Republican
S. Miles,HB172,YEA,H7,Republican
S. Santoro,HB172,YEA,H60,Republican
K. Bratcher,HB172,YEA,H29,Republican
C. Harris,HB172,YEA,H93,Democratic
J. Miller,HB172,YEA,H36,Republican
D. Schamore,HB172,YEA,H10,Democratic
G. Brown,HB172,YEA,H77,Democratic
M. Hart,HB172,YEA,H78,Republican
R. Mills,HB172,YEA,H11,Republican
J. Shell,HB172,YEA,H71,Republican
T. Burch,HB172,YEA,H30,Democratic
A. Hatton,HB172,YEA,H94,Democratic
P. Moffett,HB172,YEA,H32,Republican
A. Simpson,HB172,YEA,H65,Democratic
M. Cantrell,HB172,YEA,H38,Democratic
R. Heath,HB172,YEA,H2,Republican
T. Moore,HB172,YEA,H18,Republican
J. Sims,HB172,YEA,H70,Democratic
J. Carney,HB172,YEA,H51,Republican
T. Herald,HB172,YEA,H91,Republican
C. Morgan,HB172,YEA,H81,Republican
K. Sinnette,HB172,YEA,H100,Democratic
M. Castlen,HB172,YEA,H14,Republican
R. Bunch,HB172,YEA,H82,Republican
K. Moser,HB172,YEA,H64,Republican
J. Stewart,HB172,YEA,H86,Republican
T. Couch,HB172,YEA,H90,Republican
K. Imes,HB172,YEA,H5,Republican
J. Nemes,HB172,YEA,H33,Republican
W. Stone,HB172,YEA,H22,Democratic
W. Coursey,HB172,YEA,H6,Democratic
J. Jenkins,HB172,YEA,H44,Democratic
D. Osborne,HB172,YEA,H59,Republican
W. Thomas,HB172,YEA,H8,Republican
J. DeCesare,HB172,YEA,H17,Republican
DJ. Johnson,HB172,YEA,H13,Republican
S. Overly,HB172,YEA,H72,Democratic
J. Tipton,HB172,YEA,H53,Republican
J. Donohue,HB172,YEA,H37,Democratic
J. Kay,HB172,YEA,H56,Democratic
R. Palumbo,HB172,YEA,H76,Democratic
T. Turner,HB172,YEA,H85,Republican
M. Dossett,HB172,YEA,H9,Republican
D. Keene,HB172,YEA,H67,Democratic
J. Petrie,HB172,YEA,H16,Republican
K. Upchurch,HB172,YEA,H52,Republican
J. DuPlessis,HB172,YEA,H25,Republican
A. Koenig,HB172,YEA,H69,Republican
P. Pratt,HB172,YEA,H62,Republican
J. Wayne,HB172,YEA,H35,Democratic
D. Elliott,HB172,YEA,H54,Republican
S. Lee,HB172,YEA,H45,Republican
M. Prunty,HB172,YEA,H15,Republican
R. Webber,HB172,YEA,H26,Republican
J. Fischer,HB172,YEA,H68,Republican
B. Linder,HB172,YEA,H61,Republican
R. Rand,HB172,YEA,H47,Democratic
W. Wells,HB172,YEA,H97,Republican
K. Fleming,HB172,YEA,H48,Republican
M. Marzian,HB172,YEA,H34,Democratic
W. Reed,HB172,YEA,H24,Republican
S. Westrom,HB172,YEA,H79,Democratic
K. Flood,HB172,YEA,H75,Democratic
D. Mayfield,HB172,YEA,H73,Republican
J. Richards,HB172,YEA,H20,Democratic
J. York,HB172,YEA,H96,Republican
C. Fugate,HB172,YEA,H84,Republican
C. McCoy,HB172,YEA,H50,Republican
S. Riggs,HB172,YEA,H31,Democratic
L. Brown,HB172,NV,H95,Republican
G. Watkins,HB172,NV,H3,Democratic
D. Owens,HB172,NV,H43,Democratic
K. King,HB172,NV,H55,Republican
J. Hoover,HB172,NV,H83,Republican
A. Wuchner,HB172,NV,H66,Republican
A. Scott,HB172,NV,H41,Democratic
C. Miller,HB172,NV,H28,Democratic
D. Horlander,HB172,NV,H40,Democratic
D. St. Onge,HB172,NV,H63,Republican
R. Nelson,HB172,NV,H87,Democratic
R. Adkins,HB176,YEA,H99,Democratic
J. Gooch,HB176,YEA,H12,Republican
R. Meeks,HB176,YEA,H42,Democratic
R. Rothenburger,HB176,YEA,H58,Republican
L. Bechler,HB176,YEA,H4,Republican
D. Graham,HB176,YEA,H57,Democratic
M. Meredith,HB176,YEA,H19,Republican
B. Rowland,HB176,YEA,H21,Republican
D. Bentley,HB176,YEA,H98,Republican
J. Greer,HB176,YEA,H27,Democratic
R. Meyer,HB176,YEA,H39,Democratic
S. Rudy,HB176,YEA,H1,Republican
R. Benvenuti,HB176,YEA,H88,Republican
D. Hale,HB176,YEA,H74,Republican
S. Miles,HB176,YEA,H7,Republican
S. Santoro,HB176,YEA,H60,Republican
J. Blanton,HB176,YEA,H92,Republican
C. Harris,HB176,YEA,H93,Democratic
C. Miller,HB176,YEA,H28,Democratic
D. Schamore,HB176,YEA,H10,Democratic
K. Bratcher,HB176,YEA,H29,Republican
M. Hart,HB176,YEA,H78,Republican
J. Miller,HB176,YEA,H36,Republican
A. Scott,HB176,YEA,H41,Democratic
G. Brown,HB176,YEA,H77,Democratic
A. Hatton,HB176,YEA,H94,Democratic
R. Mills,HB176,YEA,H11,Republican
J. Shell,HB176,YEA,H71,Republican
L. Brown,HB176,YEA,H95,Republican
R. Heath,HB176,YEA,H2,Republican
P. Moffett,HB176,YEA,H32,Republican
A. Simpson,HB176,YEA,H65,Democratic
T. Burch,HB176,YEA,H30,Democratic
T. Herald,HB176,YEA,H91,Republican
T. Moore,HB176,YEA,H18,Republican
J. Sims,HB176,YEA,H70,Democratic
M. Cantrell,HB176,YEA,H38,Democratic
J. Hoover,HB176,YEA,H83,Republican
C. Morgan,HB176,YEA,H81,Republican
J. Stewart,HB176,YEA,H86,Republican
J. Carney,HB176,YEA,H51,Republican
D. Horlander,HB176,YEA,H40,Democratic
K. Moser,HB176,YEA,H64,Republican
W. Stone,HB176,YEA,H22,Democratic
M. Castlen,HB176,YEA,H14,Republican
R. Bunch,HB176,YEA,H82,Republican
R. Nelson,HB176,YEA,H87,Democratic
W. Thomas,HB176,YEA,H8,Republican
T. Couch,HB176,YEA,H90,Republican
K. Imes,HB176,YEA,H5,Republican
J. Nemes,HB176,YEA,H33,Republican
J. Tipton,HB176,YEA,H53,Republican
J. DeCesare,HB176,YEA,H17,Republican
J. Jenkins,HB176,YEA,H44,Democratic
D. Osborne,HB176,YEA,H59,Republican
T. Turner,HB176,YEA,H85,Republican
J. Donohue,HB176,YEA,H37,Democratic
DJ. Johnson,HB176,YEA,H13,Republican
R. Palumbo,HB176,YEA,H76,Democratic
K. Upchurch,HB176,YEA,H52,Republican
M. Dossett,HB176,YEA,H9,Republican
J. Kay,HB176,YEA,H56,Democratic
J. Petrie,HB176,YEA,H16,Republican
G. Watkins,HB176,YEA,H3,Democratic
J. DuPlessis,HB176,YEA,H25,Republican
D. Keene,HB176,YEA,H67,Democratic
P. Pratt,HB176,YEA,H62,Republican
J. Wayne,HB176,YEA,H35,Democratic
D. Elliott,HB176,YEA,H54,Republican
A. Koenig,HB176,YEA,H69,Republican
M. Prunty,HB176,YEA,H15,Republican
R. Webber,HB176,YEA,H26,Republican
J. Fischer,HB176,YEA,H68,Republican
S. Lee,HB176,YEA,H45,Republican
R. Rand,HB176,YEA,H47,Democratic
W. Wells,HB176,YEA,H97,Republican
K. Fleming,HB176,YEA,H48,Republican
M. Marzian,HB176,YEA,H34,Democratic
W. Reed,HB176,YEA,H24,Republican
S. Westrom,HB176,YEA,H79,Democratic
K. Flood,HB176,YEA,H75,Democratic
D. Mayfield,HB176,YEA,H73,Republican
J. Richards,HB176,YEA,H20,Democratic
A. Wuchner,HB176,YEA,H66,Republican
C. Fugate,HB176,YEA,H84,Republican
C. McCoy,HB176,YEA,H50,Republican
S. Riggs,HB176,YEA,H31,Democratic
J. York,HB176,YEA,H96,Republican
A. Gentry,HB176,YEA,H46,Democratic
D. Meade,HB176,YEA,H80,Republican
S. Riley,HB176,YEA,H23,Republican
W. Coursey,HB176,NV,H6,Democratic
D. St. Onge,HB176,NV,H63,Republican
D. Owens,HB176,NV,H43,Democratic
B. Linder,HB176,NV,H61,Republican
K. King,HB176,NV,H55,Republican
K. Sinnette,HB176,NV,H100,Democratic
S. Overly,HB176,NV,H72,Democratic
R. Adkins,HB177,YEA,H99,Democratic
A. Gentry,HB177,YEA,H46,Democratic
D. Mayfield,HB177,YEA,H73,Republican
S. Riley,HB177,YEA,H23,Republican
L. Bechler,HB177,YEA,H4,Republican
R. Goforth,HB177,YEA,H81,Republican
C. McCoy,HB177,YEA,H50,Republican
R. Rothenburger,HB177,YEA,H58,Republican
L. Belcher,HB177,YEA,H49,Democratic
J. Gooch,HB177,YEA,H12,Republican
D. Meade,HB177,YEA,H80,Republican
B. Rowland,HB177,YEA,H21,Republican
D. Bentley,HB177,YEA,H98,Republican
D. Graham,HB177,YEA,H57,Democratic
R. Meeks,HB177,YEA,H42,Democratic
S. Rudy,HB177,YEA,H1,Republican
R. Benvenuti,HB177,YEA,H88,Republican
J. Greer,HB177,YEA,H27,Democratic
M. Meredith,HB177,YEA,H19,Republican
S. Santoro,HB177,YEA,H60,Republican
J. Blanton,HB177,YEA,H92,Republican
D. Hale,HB177,YEA,H74,Republican
S. Miles,HB177,YEA,H7,Republican
D. Schamore,HB177,YEA,H10,Democratic
K. Bratcher,HB177,YEA,H29,Republican
C. Harris,HB177,YEA,H93,Democratic
J. Miller,HB177,YEA,H36,Republican
A. Scott,HB177,YEA,H41,Democratic
G. Brown,HB177,YEA,H77,Democratic
M. Hart,HB177,YEA,H78,Republican
R. Mills,HB177,YEA,H11,Republican
J. Shell,HB177,YEA,H71,Republican
T. Burch,HB177,YEA,H30,Democratic
A. Hatton,HB177,YEA,H94,Democratic
P. Moffett,HB177,YEA,H32,Republican
A. Simpson,HB177,YEA,H65,Democratic
M. Cantrell,HB177,YEA,H38,Democratic
R. Heath,HB177,YEA,H2,Republican
T. Moore,HB177,YEA,H18,Republican
J. Sims,HB177,YEA,H70,Democratic
J. Carney,HB177,YEA,H51,Republican
T. Herald,HB177,YEA,H91,Republican
K. Moser,HB177,YEA,H64,Republican
K. Sinnette,HB177,YEA,H100,Democratic
T. Couch,HB177,YEA,H90,Republican
R. Bunch,HB177,YEA,H82,Republican
J. Nemes,HB177,YEA,H33,Republican
D. St. Onge,HB177,YEA,H63,Republican
J. DeCesare,HB177,YEA,H17,Republican
K. Imes,HB177,YEA,H5,Republican
D. Osborne,HB177,YEA,H59,Republican
J. Stewart,HB177,YEA,H86,Republican
J. Donohue,HB177,YEA,H37,Democratic
J. Jenkins,HB177,YEA,H44,Democratic
S. Overly,HB177,YEA,H72,Democratic
W. Stone,HB177,YEA,H22,Democratic
M. Dossett,HB177,YEA,H9,Republican
DJ. Johnson,HB177,YEA,H13,Republican
R. Palumbo,HB177,YEA,H76,Democratic
W. Thomas,HB177,YEA,H8,Republican
J. DuPlessis,HB177,YEA,H25,Republican
J. Kay,HB177,YEA,H56,Democratic
P. Pratt,HB177,YEA,H62,Republican
J. Tipton,HB177,YEA,H53,Republican
D. Elliott,HB177,YEA,H54,Republican
D. Keene,HB177,YEA,H67,Democratic
M. Prunty,HB177,YEA,H15,Republican
K. Upchurch,HB177,YEA,H52,Republican
J. Fischer,HB177,YEA,H68,Republican
K. King,HB177,YEA,H55,Republican
R. Rand,HB177,YEA,H47,Democratic
J. Wayne,HB177,YEA,H35,Democratic
K. Fleming,HB177,YEA,H48,Republican
A. Koenig,HB177,YEA,H69,Republican
W. Reed,HB177,YEA,H24,Republican
S. Westrom,HB177,YEA,H79,Democratic
K. Flood,HB177,YEA,H75,Democratic
S. Lee,HB177,YEA,H45,Republican
J. Richards,HB177,YEA,H20,Democratic
A. Wuchner,HB177,YEA,H66,Republican
C. Fugate,HB177,YEA,H84,Republican
M. Marzian,HB177,YEA,H34,Democratic
S. Riggs,HB177,YEA,H31,Democratic
J. York,HB177,YEA,H96,Republican
L. Brown,HB177,NV,H95,Republican
T. Turner,HB177,NV,H85,Republican
C. Morgan,HB177,NV,H81,Republican
D. Horlander,HB177,NV,H40,Democratic
M. Castlen,HB177,NV,H14,Republican
G. Watkins,HB177,NV,H3,Democratic
R. Nelson,HB177,NV,H87,Democratic
B. Linder,HB177,NV,H61,Republican
W. Coursey,HB177,NV,H6,Democratic
R. Webber,HB177,NV,H26,Republican
D. Owens,HB177,NV,H43,Democratic
R. Meyer,HB177,NV,H39,Democratic
J. Hoover,HB177,NV,H83,Republican
W. Wells,HB177,NV,H97,Republican
J. Petrie,HB177,NV,H16,Republican
C. Miller,HB177,NV,H28,Democratic
R. Adkins,HB185,YEA,H99,Democratic
J. Gooch,HB185,YEA,H12,Republican
M. Meredith,HB185,YEA,H19,Republican
R. Rothenburger,HB185,YEA,H58,Republican
L. Bechler,HB185,YEA,H4,Republican
D. Graham,HB185,YEA,H57,Democratic
R. Meyer,HB185,YEA,H39,Democratic
B. Rowland,HB185,YEA,H21,Republican
L. Belcher,HB185,YEA,H49,Democratic
J. Greer,HB185,YEA,H27,Democratic
S. Miles,HB185,YEA,H7,Republican
S. Rudy,HB185,YEA,H1,Republican
D. Bentley,HB185,YEA,H98,Republican
D. Hale,HB185,YEA,H74,Republican
C. Miller,HB185,YEA,H28,Democratic
S. Santoro,HB185,YEA,H60,Republican
J. Blanton,HB185,YEA,H92,Republican
C. Harris,HB185,YEA,H93,Democratic
J. Miller,HB185,YEA,H36,Republican
D. Schamore,HB185,YEA,H10,Democratic
K. Bratcher,HB185,YEA,H29,Republican
M. Hart,HB185,YEA,H78,Republican
R. Mills,HB185,YEA,H11,Republican
A. Scott,HB185,YEA,H41,Democratic
G. Brown,HB185,YEA,H77,Democratic
A. Hatton,HB185,YEA,H94,Democratic
T. Moore,HB185,YEA,H18,Republican
J. Shell,HB185,YEA,H71,Republican
L. Brown,HB185,YEA,H95,Republican
R. Heath,HB185,YEA,H2,Republican
C. Morgan,HB185,YEA,H81,Republican
A. Simpson,HB185,YEA,H65,Democratic
T. Burch,HB185,YEA,H30,Democratic
T. Herald,HB185,YEA,H91,Republican
K. Moser,HB185,YEA,H64,Republican
J. Sims,HB185,YEA,H70,Democratic
M. Cantrell,HB185,YEA,H38,Democratic
R. Bunch,HB185,YEA,H82,Republican
R. Nelson,HB185,YEA,H87,Democratic
D. St. Onge,HB185,YEA,H63,Republican
M. Castlen,HB185,YEA,H14,Republican
K. Imes,HB185,YEA,H5,Republican
