Initial.Name,bill,vote,District,Party
R. Meeks,HB319,YEA,H42,Democratic
S. Rudy,HB319,YEA,H1,Republican
L. Bechler,HB319,YEA,H4,Republican
J. Greer,HB319,YEA,H27,Democratic
M. Meredith,HB319,YEA,H19,Republican
S. Santoro,HB319,YEA,H60,Republican
L. Belcher,HB319,YEA,H49,Democratic
D. Hale,HB319,YEA,H74,Republican
R. Meyer,HB319,YEA,H39,Democratic
D. Schamore,HB319,YEA,H10,Democratic
D. Bentley,HB319,YEA,H98,Republican
C. Harris,HB319,YEA,H93,Democratic
S. Miles,HB319,YEA,H7,Republican
A. Scott,HB319,YEA,H41,Democratic
R. Benvenuti,HB319,YEA,H88,Republican
M. Hart,HB319,YEA,H78,Republican
J. Miller,HB319,YEA,H36,Republican
J. Shell,HB319,YEA,H71,Republican
J. Blanton,HB319,YEA,H92,Republican
R. Heath,HB319,YEA,H2,Republican
R. Mills,HB319,YEA,H11,Republican
A. Simpson,HB319,YEA,H65,Democratic
G. Brown,HB319,YEA,H77,Democratic
T. Herald,HB319,YEA,H91,Republican
P. Moffett,HB319,YEA,H32,Republican
J. Sims,HB319,YEA,H70,Democratic
T. Burch,HB319,YEA,H30,Democratic
J. Hoover,HB319,YEA,H83,Republican
C. Morgan,HB319,YEA,H81,Republican
K. Sinnette,HB319,YEA,H100,Democratic
M. Cantrell,HB319,YEA,H38,Democratic
R. Bunch,HB319,YEA,H82,Republican
K. Moser,HB319,YEA,H64,Republican
D. St. Onge,HB319,YEA,H63,Republican
J. Carney,HB319,YEA,H51,Republican
K. Imes,HB319,YEA,H5,Republican
J. Nemes,HB319,YEA,H33,Republican
J. Stewart,HB319,YEA,H86,Republican
M. Castlen,HB319,YEA,H14,Republican
J. Jenkins,HB319,YEA,H44,Democratic
D. Osborne,HB319,YEA,H59,Republican
W. Stone,HB319,YEA,H22,Democratic
T. Couch,HB319,YEA,H90,Republican
DJ. Johnson,HB319,YEA,H13,Republican
S. Overly,HB319,YEA,H72,Democratic
W. Thomas,HB319,YEA,H8,Republican
J. DeCesare,HB319,YEA,H17,Republican
J. Kay,HB319,YEA,H56,Democratic
R. Palumbo,HB319,YEA,H76,Democratic
J. Tipton,HB319,YEA,H53,Republican
J. Donohue,HB319,YEA,H37,Democratic
D. Keene,HB319,YEA,H67,Democratic
P. Pratt,HB319,YEA,H62,Republican
T. Turner,HB319,YEA,H85,Republican
M. Dossett,HB319,YEA,H9,Republican
K. King,HB319,YEA,H55,Republican
M. Prunty,HB319,YEA,H15,Republican
K. Upchurch,HB319,YEA,H52,Republican
D. Elliott,HB319,YEA,H54,Republican
A. Koenig,HB319,YEA,H69,Republican
R. Rand,HB319,YEA,H47,Democratic
R. Webber,HB319,YEA,H26,Republican
J. Fischer,HB319,YEA,H68,Republican
S. Lee,HB319,YEA,H45,Republican
W. Reed,HB319,YEA,H24,Republican
W. Wells,HB319,YEA,H97,Republican
K. Fleming,HB319,YEA,H48,Republican
M. Marzian,HB319,YEA,H34,Democratic
J. Richards,HB319,YEA,H20,Democratic
S. Westrom,HB319,YEA,H79,Democratic
K. Flood,HB319,YEA,H75,Democratic
D. Mayfield,HB319,YEA,H73,Republican
S. Riley,HB319,YEA,H23,Republican
A. Wuchner,HB319,YEA,H66,Republican
C. Fugate,HB319,YEA,H84,Republican
C. McCoy,HB319,YEA,H50,Republican
R. Rothenburger,HB319,YEA,H58,Republican
J. York,HB319,YEA,H96,Republican
A. Gentry,HB319,YEA,H46,Democratic
D. Meade,HB319,YEA,H80,Republican
K. Bratcher,HB319,NV,H29,Republican
S. Riggs,HB319,NV,H31,Democratic
T. Moore,HB319,NV,H18,Republican
A. Hatton,HB319,NV,H94,Democratic
L. Brown,HB319,NV,H95,Republican
B. Rowland,HB319,NV,H21,Republican
R. Nelson,HB319,NV,H87,Democratic
D. Horlander,HB319,NV,H40,Democratic
W. Coursey,HB319,NV,H6,Democratic
G. Watkins,HB319,NV,H3,Democratic
D. Owens,HB319,NV,H43,Democratic
B. Linder,HB319,NV,H61,Republican
J. DuPlessis,HB319,NV,H25,Republican
J. Wayne,HB319,NV,H35,Democratic
J. Petrie,HB319,NV,H16,Republican
C. Miller,HB319,NV,H28,Democratic
J. Gooch,HB319,NV,H12,Republican
R. Adkins,HB323,YEA,H99,Democratic
K. Flood,HB323,YEA,H75,Democratic
C. McCoy,HB323,YEA,H50,Republican
J. Richards,HB323,YEA,H20,Democratic
L. Bechler,HB323,YEA,H4,Republican
C. Fugate,HB323,YEA,H84,Republican
D. Meade,HB323,YEA,H80,Republican
S. Riggs,HB323,YEA,H31,Democratic
L. Belcher,HB323,YEA,H49,Democratic
A. Gentry,HB323,YEA,H46,Democratic
M. Meredith,HB323,YEA,H19,Republican
S. Riley,HB323,YEA,H23,Republican
D. Bentley,HB323,YEA,H98,Republican
R. Goforth,HB323,YEA,H81,Republican
R. Meyer,HB323,YEA,H39,Democratic
R. Rothenburger,HB323,YEA,H58,Republican
R. Benvenuti,HB323,YEA,H88,Republican
J. Gooch,HB323,YEA,H12,Republican
S. Miles,HB323,YEA,H7,Republican
B. Rowland,HB323,YEA,H21,Republican
J. Blanton,HB323,YEA,H92,Republican
D. Graham,HB323,YEA,H57,Democratic
C. Miller,HB323,YEA,H28,Democratic
S. Rudy,HB323,YEA,H1,Republican
K. Bratcher,HB323,YEA,H29,Republican
J. Greer,HB323,YEA,H27,Democratic
J. Miller,HB323,YEA,H36,Republican
S. Santoro,HB323,YEA,H60,Republican
G. Brown,HB323,YEA,H77,Democratic
D. Hale,HB323,YEA,H74,Republican
R. Mills,HB323,YEA,H11,Republican
D. Schamore,HB323,YEA,H10,Democratic
L. Brown,HB323,YEA,H95,Republican
C. Harris,HB323,YEA,H93,Democratic
P. Moffett,HB323,YEA,H32,Republican
J. Shell,HB323,YEA,H71,Republican
T. Burch,HB323,YEA,H30,Democratic
M. Hart,HB323,YEA,H78,Republican
T. Moore,HB323,YEA,H18,Republican
A. Simpson,HB323,YEA,H65,Democratic
M. Cantrell,HB323,YEA,H38,Democratic
A. Hatton,HB323,YEA,H94,Democratic
C. Morgan,HB323,YEA,H81,Republican
J. Sims,HB323,YEA,H70,Democratic
J. Carney,HB323,YEA,H51,Republican
R. Heath,HB323,YEA,H2,Republican
K. Moser,HB323,YEA,H64,Republican
D. St. Onge,HB323,YEA,H63,Republican
M. Castlen,HB323,YEA,H14,Republican
R. Bunch,HB323,YEA,H82,Republican
R. Nelson,HB323,YEA,H87,Democratic
J. Stewart,HB323,YEA,H86,Republican
T. Couch,HB323,YEA,H90,Republican
K. Imes,HB323,YEA,H5,Republican
J. Nemes,HB323,YEA,H33,Republican
W. Stone,HB323,YEA,H22,Democratic
W. Coursey,HB323,YEA,H6,Democratic
J. Jenkins,HB323,YEA,H44,Democratic
D. Osborne,HB323,YEA,H59,Republican
W. Thomas,HB323,YEA,H8,Republican
J. DeCesare,HB323,YEA,H17,Republican
DJ. Johnson,HB323,YEA,H13,Republican
S. Overly,HB323,YEA,H72,Democratic
J. Tipton,HB323,YEA,H53,Republican
J. Donohue,HB323,YEA,H37,Democratic
J. Kay,HB323,YEA,H56,Democratic
R. Palumbo,HB323,YEA,H76,Democratic
K. Upchurch,HB323,YEA,H52,Republican
M. Dossett,HB323,YEA,H9,Republican
K. King,HB323,YEA,H55,Republican
J. Petrie,HB323,YEA,H16,Republican
J. Wayne,HB323,YEA,H35,Democratic
J. DuPlessis,HB323,YEA,H25,Republican
A. Koenig,HB323,YEA,H69,Republican
P. Pratt,HB323,YEA,H62,Republican
R. Webber,HB323,YEA,H26,Republican
D. Elliott,HB323,YEA,H54,Republican
S. Lee,HB323,YEA,H45,Republican
M. Prunty,HB323,YEA,H15,Republican
S. Westrom,HB323,YEA,H79,Democratic
J. Fischer,HB323,YEA,H68,Republican
M. Marzian,HB323,YEA,H34,Democratic
R. Rand,HB323,YEA,H47,Democratic
A. Wuchner,HB323,YEA,H66,Republican
K. Fleming,HB323,YEA,H48,Republican
D. Mayfield,HB323,YEA,H73,Republican
W. Reed,HB323,YEA,H24,Republican
J. York,HB323,YEA,H96,Republican
T. Herald,HB323,NV,H91,Republican
T. Turner,HB323,NV,H85,Republican
D. Owens,HB323,NV,H43,Democratic
D. Keene,HB323,NV,H67,Democratic
J. Hoover,HB323,NV,H83,Republican
G. Watkins,HB323,NV,H3,Democratic
A. Scott,HB323,NV,H41,Democratic
B. Linder,HB323,NV,H61,Republican
D. Horlander,HB323,NV,H40,Democratic
W. Wells,HB323,NV,H97,Republican
K. Sinnette,HB323,NV,H100,Democratic
R. Meeks,HB323,NV,H42,Democratic
R. Adkins,HB324,YEA,H99,Democratic
R. Goforth,HB324,YEA,H81,Republican
M. Meredith,HB324,YEA,H19,Republican
R. Rothenburger,HB324,YEA,H58,Republican
L. Bechler,HB324,YEA,H4,Republican
J. Gooch,HB324,YEA,H12,Republican
S. Miles,HB324,YEA,H7,Republican
B. Rowland,HB324,YEA,H21,Republican
L. Belcher,HB324,YEA,H49,Democratic
D. Graham,HB324,YEA,H57,Democratic
C. Miller,HB324,YEA,H28,Democratic
S. Rudy,HB324,YEA,H1,Republican
D. Bentley,HB324,YEA,H98,Republican
J. Greer,HB324,YEA,H27,Democratic
J. Miller,HB324,YEA,H36,Republican
S. Santoro,HB324,YEA,H60,Republican
J. Blanton,HB324,YEA,H92,Republican
D. Hale,HB324,YEA,H74,Republican
R. Mills,HB324,YEA,H11,Republican
D. Schamore,HB324,YEA,H10,Democratic
K. Bratcher,HB324,YEA,H29,Republican
C. Harris,HB324,YEA,H93,Democratic
T. Moore,HB324,YEA,H18,Republican
A. Scott,HB324,YEA,H41,Democratic
G. Brown,HB324,YEA,H77,Democratic
M. Hart,HB324,YEA,H78,Republican
C. Morgan,HB324,YEA,H81,Republican
J. Shell,HB324,YEA,H71,Republican
L. Brown,HB324,YEA,H95,Republican
A. Hatton,HB324,YEA,H94,Democratic
K. Moser,HB324,YEA,H64,Republican
A. Simpson,HB324,YEA,H65,Democratic
T. Burch,HB324,YEA,H30,Democratic
R. Heath,HB324,YEA,H2,Republican
R. Nelson,HB324,YEA,H87,Democratic
J. Sims,HB324,YEA,H70,Democratic
M. Cantrell,HB324,YEA,H38,Democratic
T. Herald,HB324,YEA,H91,Republican
J. Nemes,HB324,YEA,H33,Republican
D. St. Onge,HB324,YEA,H63,Republican
J. Carney,HB324,YEA,H51,Republican
R. Bunch,HB324,YEA,H82,Republican
D. Osborne,HB324,YEA,H59,Republican
J. Stewart,HB324,YEA,H86,Republican
M. Castlen,HB324,YEA,H14,Republican
K. Imes,HB324,YEA,H5,Republican
S. Overly,HB324,YEA,H72,Democratic
W. Stone,HB324,YEA,H22,Democratic
T. Couch,HB324,YEA,H90,Republican
J. Jenkins,HB324,YEA,H44,Democratic
D. Owens,HB324,YEA,H43,Democratic
W. Thomas,HB324,YEA,H8,Republican
W. Coursey,HB324,YEA,H6,Democratic
DJ. Johnson,HB324,YEA,H13,Republican
R. Palumbo,HB324,YEA,H76,Democratic
J. Tipton,HB324,YEA,H53,Republican
J. DeCesare,HB324,YEA,H17,Republican
D. Keene,HB324,YEA,H67,Democratic
J. Petrie,HB324,YEA,H16,Republican
T. Turner,HB324,YEA,H85,Republican
J. Donohue,HB324,YEA,H37,Democratic
K. King,HB324,YEA,H55,Republican
P. Pratt,HB324,YEA,H62,Republican
K. Upchurch,HB324,YEA,H52,Republican
M. Dossett,HB324,YEA,H9,Republican
A. Koenig,HB324,YEA,H69,Republican
M. Prunty,HB324,YEA,H15,Republican
G. Watkins,HB324,YEA,H3,Democratic
J. DuPlessis,HB324,YEA,H25,Republican
S. Lee,HB324,YEA,H45,Republican
R. Rand,HB324,YEA,H47,Democratic
J. Wayne,HB324,YEA,H35,Democratic
D. Elliott,HB324,YEA,H54,Republican
M. Marzian,HB324,YEA,H34,Democratic
W. Reed,HB324,YEA,H24,Republican
R. Webber,HB324,YEA,H26,Republican
K. Fleming,HB324,YEA,H48,Republican
D. Mayfield,HB324,YEA,H73,Republican
J. Richards,HB324,YEA,H20,Democratic
W. Wells,HB324,YEA,H97,Republican
K. Flood,HB324,YEA,H75,Democratic
C. McCoy,HB324,YEA,H50,Republican
S. Riggs,HB324,YEA,H31,Democratic
S. Westrom,HB324,YEA,H79,Democratic
C. Fugate,HB324,YEA,H84,Republican
D. Meade,HB324,YEA,H80,Republican
S. Riley,HB324,YEA,H23,Republican
A. Wuchner,HB324,YEA,H66,Republican
A. Gentry,HB324,YEA,H46,Democratic
R. Meeks,HB324,YEA,H42,Democratic
J. Kay,HB324,NAY,H56,Democratic
R. Benvenuti,HB324,NV,H88,Republican
K. Sinnette,HB324,NV,H100,Democratic
R. Meyer,HB324,NV,H39,Democratic
D. Horlander,HB324,NV,H40,Democratic
J. Fischer,HB324,NV,H68,Republican
J. York,HB324,NV,H96,Republican
P. Moffett,HB324,NV,H32,Republican
B. Linder,HB324,NV,H61,Republican
J. Hoover,HB324,NV,H83,Republican
D. Bentley,HB327,YEA,H98,Republican
C. Fugate,HB327,YEA,H84,Republican
C. McCoy,HB327,YEA,H50,Republican
R. Rothenburger,HB327,YEA,H58,Republican
R. Benvenuti,HB327,YEA,H88,Republican
J. Gooch,HB327,YEA,H12,Republican
D. Meade,HB327,YEA,H80,Republican
B. Rowland,HB327,YEA,H21,Republican
J. Blanton,HB327,YEA,H92,Republican
M. Hart,HB327,YEA,H78,Republican
M. Meredith,HB327,YEA,H19,Republican
S. Rudy,HB327,YEA,H1,Republican
K. Bratcher,HB327,YEA,H29,Republican
R. Heath,HB327,YEA,H2,Republican
J. Miller,HB327,YEA,H36,Republican
S. Santoro,HB327,YEA,H60,Republican
L. Brown,HB327,YEA,H95,Republican
T. Herald,HB327,YEA,H91,Republican
R. Mills,HB327,YEA,H11,Republican
J. Shell,HB327,YEA,H71,Republican
J. Carney,HB327,YEA,H51,Republican
K. Imes,HB327,YEA,H5,Republican
P. Moffett,HB327,YEA,H32,Republican
D. St. Onge,HB327,YEA,H63,Republican
M. Castlen,HB327,YEA,H14,Republican
DJ. Johnson,HB327,YEA,H13,Republican
K. Moser,HB327,YEA,H64,Republican
W. Thomas,HB327,YEA,H8,Republican
J. DeCesare,HB327,YEA,H17,Republican
K. King,HB327,YEA,H55,Republican
J. Nemes,HB327,YEA,H33,Republican
J. Tipton,HB327,YEA,H53,Republican
J. DuPlessis,HB327,YEA,H25,Republican
A. Koenig,HB327,YEA,H69,Republican
D. Osborne,HB327,YEA,H59,Republican
K. Upchurch,HB327,YEA,H52,Republican
D. Elliott,HB327,YEA,H54,Republican
S. Lee,HB327,YEA,H45,Republican
P. Pratt,HB327,YEA,H62,Republican
R. Webber,HB327,YEA,H26,Republican
J. Fischer,HB327,YEA,H68,Republican
B. Linder,HB327,YEA,H61,Republican
M. Prunty,HB327,YEA,H15,Republican
A. Wuchner,HB327,YEA,H66,Republican
K. Fleming,HB327,YEA,H48,Republican
D. Mayfield,HB327,YEA,H73,Republican
R. Adkins,HB327,NAY,H99,Democratic
K. Flood,HB327,NAY,H75,Democratic
J. Kay,HB327,NAY,H56,Democratic
S. Riggs,HB327,NAY,H31,Democratic
L. Bechler,HB327,NAY,H4,Republican
A. Gentry,HB327,NAY,H46,Democratic
D. Keene,HB327,NAY,H67,Democratic
D. Schamore,HB327,NAY,H10,Democratic
L. Belcher,HB327,NAY,H49,Democratic
R. Goforth,HB327,NAY,H81,Republican
M. Marzian,HB327,NAY,H34,Democratic
A. Scott,HB327,NAY,H41,Democratic
G. Brown,HB327,NAY,H77,Democratic
D. Graham,HB327,NAY,H57,Democratic
R. Meeks,HB327,NAY,H42,Democratic
A. Simpson,HB327,NAY,H65,Democratic
T. Burch,HB327,NAY,H30,Democratic
J. Greer,HB327,NAY,H27,Democratic
C. Morgan,HB327,NAY,H81,Republican
J. Sims,HB327,NAY,H70,Democratic
M. Cantrell,HB327,NAY,H38,Democratic
D. Hale,HB327,NAY,H74,Republican
S. Overly,HB327,NAY,H72,Democratic
K. Sinnette,HB327,NAY,H100,Democratic
T. Couch,HB327,NAY,H90,Republican
C. Harris,HB327,NAY,H93,Democratic
R. Palumbo,HB327,NAY,H76,Democratic
W. Stone,HB327,NAY,H22,Democratic
W. Coursey,HB327,NAY,H6,Democratic
A. Hatton,HB327,NAY,H94,Democratic
R. Rand,HB327,NAY,H47,Democratic
J. Wayne,HB327,NAY,H35,Democratic
J. Donohue,HB327,NAY,H37,Democratic
R. Bunch,HB327,NAY,H82,Republican
W. Reed,HB327,NAY,H24,Republican
S. Westrom,HB327,NAY,H79,Democratic
M. Dossett,HB327,NAY,H9,Republican
J. Jenkins,HB327,NAY,H44,Democratic
J. Richards,HB327,NAY,H20,Democratic
J. York,HB327,NAY,H96,Republican
J. Hoover,HB327,NV,H83,Republican
T. Turner,HB327,NV,H85,Republican
J. Petrie,HB327,NV,H16,Republican
C. Miller,HB327,NV,H28,Democratic
D. Horlander,HB327,NV,H40,Democratic
G. Watkins,HB327,NV,H3,Democratic
S. Riley,HB327,NV,H23,Republican
T. Moore,HB327,NV,H18,Republican
R. Meyer,HB327,NV,H39,Democratic
W. Wells,HB327,NV,H97,Republican
J. Stewart,HB327,NV,H86,Republican
R. Nelson,HB327,NV,H87,Democratic
S. Miles,HB327,NV,H7,Republican
D. Owens,HB327,NV,H43,Democratic
R. Adkins,HB328,YEA,H99,Democratic
A. Gentry,HB328,YEA,H46,Democratic
D. Mayfield,HB328,YEA,H73,Republican
S. Riley,HB328,YEA,H23,Republican
L. Bechler,HB328,YEA,H4,Republican
R. Goforth,HB328,YEA,H81,Republican
C. McCoy,HB328,YEA,H50,Republican
R. Rothenburger,HB328,YEA,H58,Republican
L. Belcher,HB328,YEA,H49,Democratic
J. Gooch,HB328,YEA,H12,Republican
D. Meade,HB328,YEA,H80,Republican
B. Rowland,HB328,YEA,H21,Republican
D. Bentley,HB328,YEA,H98,Republican
D. Graham,HB328,YEA,H57,Democratic
R. Meeks,HB328,YEA,H42,Democratic
S. Rudy,HB328,YEA,H1,Republican
R. Benvenuti,HB328,YEA,H88,Republican
J. Greer,HB328,YEA,H27,Democratic
M. Meredith,HB328,YEA,H19,Republican
S. Santoro,HB328,YEA,H60,Republican
J. Blanton,HB328,YEA,H92,Republican
D. Hale,HB328,YEA,H74,Republican
S. Miles,HB328,YEA,H7,Republican
D. Schamore,HB328,YEA,H10,Democratic
K. Bratcher,HB328,YEA,H29,Republican
C. Harris,HB328,YEA,H93,Democratic
J. Miller,HB328,YEA,H36,Republican
A. Scott,HB328,YEA,H41,Democratic
G. Brown,HB328,YEA,H77,Democratic
M. Hart,HB328,YEA,H78,Republican
R. Mills,HB328,YEA,H11,Republican
J. Shell,HB328,YEA,H71,Republican
T. Burch,HB328,YEA,H30,Democratic
A. Hatton,HB328,YEA,H94,Democratic
P. Moffett,HB328,YEA,H32,Republican
A. Simpson,HB328,YEA,H65,Democratic
M. Cantrell,HB328,YEA,H38,Democratic
R. Heath,HB328,YEA,H2,Republican
T. Moore,HB328,YEA,H18,Republican
J. Sims,HB328,YEA,H70,Democratic
J. Carney,HB328,YEA,H51,Republican
T. Herald,HB328,YEA,H91,Republican
K. Moser,HB328,YEA,H64,Republican
K. Sinnette,HB328,YEA,H100,Democratic
T. Couch,HB328,YEA,H90,Republican
R. Bunch,HB328,YEA,H82,Republican
J. Nemes,HB328,YEA,H33,Republican
D. St. Onge,HB328,YEA,H63,Republican
J. DeCesare,HB328,YEA,H17,Republican
K. Imes,HB328,YEA,H5,Republican
D. Osborne,HB328,YEA,H59,Republican
J. Stewart,HB328,YEA,H86,Republican
J. Donohue,HB328,YEA,H37,Democratic
J. Jenkins,HB328,YEA,H44,Democratic
S. Overly,HB328,YEA,H72,Democratic
W. Stone,HB328,YEA,H22,Democratic
M. Dossett,HB328,YEA,H9,Republican
DJ. Johnson,HB328,YEA,H13,Republican
R. Palumbo,HB328,YEA,H76,Democratic
W. Thomas,HB328,YEA,H8,Republican
J. DuPlessis,HB328,YEA,H25,Republican
J. Kay,HB328,YEA,H56,Democratic
P. Pratt,HB328,YEA,H62,Republican
J. Tipton,HB328,YEA,H53,Republican
D. Elliott,HB328,YEA,H54,Republican
D. Keene,HB328,YEA,H67,Democratic
M. Prunty,HB328,YEA,H15,Republican
K. Upchurch,HB328,YEA,H52,Republican
J. Fischer,HB328,YEA,H68,Republican
K. King,HB328,YEA,H55,Republican
R. Rand,HB328,YEA,H47,Democratic
J. Wayne,HB328,YEA,H35,Democratic
K. Fleming,HB328,YEA,H48,Republican
A. Koenig,HB328,YEA,H69,Republican
W. Reed,HB328,YEA,H24,Republican
S. Westrom,HB328,YEA,H79,Democratic
K. Flood,HB328,YEA,H75,Democratic
S. Lee,HB328,YEA,H45,Republican
J. Richards,HB328,YEA,H20,Democratic
A. Wuchner,HB328,YEA,H66,Republican
C. Fugate,HB328,YEA,H84,Republican
M. Marzian,HB328,YEA,H34,Democratic
S. Riggs,HB328,YEA,H31,Democratic
J. York,HB328,YEA,H96,Republican
L. Brown,HB328,NV,H95,Republican
T. Turner,HB328,NV,H85,Republican
C. Morgan,HB328,NV,H81,Republican
D. Horlander,HB328,NV,H40,Democratic
M. Castlen,HB328,NV,H14,Republican
G. Watkins,HB328,NV,H3,Democratic
R. Nelson,HB328,NV,H87,Democratic
B. Linder,HB328,NV,H61,Republican
W. Coursey,HB328,NV,H6,Democratic
R. Webber,HB328,NV,H26,Republican
D. Owens,HB328,NV,H43,Democratic
R. Meyer,HB328,NV,H39,Democratic
J. Hoover,HB328,NV,H83,Republican
W. Wells,HB328,NV,H97,Republican
J. Petrie,HB328,NV,H16,Republican
C. Miller,HB328,NV,H28,Democratic
R. Adkins,HB329,YEA,H99,Democratic
A. Gentry,HB329,YEA,H46,Democratic
D. Meade,HB329,YEA,H80,Republican
R. Rothenburger,HB329,YEA,H58,Republican
L. Bechler,HB329,YEA,H4,Republican
J. Gooch,HB329,YEA,H12,Republican
R. Meeks,HB329,YEA,H42,Democratic
B. Rowland,HB329,YEA,H21,Republican
D. Bentley,HB329,YEA,H98,Republican
D. Graham,HB329,YEA,H57,Democratic
M. Meredith,HB329,YEA,H19,Republican
S. Rudy,HB329,YEA,H1,Republican
R. Benvenuti,HB329,YEA,H88,Republican
J. Greer,HB329,YEA,H27,Democratic
R. Meyer,HB329,YEA,H39,Democratic
S. Santoro,HB329,YEA,H60,Republican
J. Blanton,HB329,YEA,H92,Republican
D. Hale,HB329,YEA,H74,Republican
S. Miles,HB329,YEA,H7,Republican
D. Schamore,HB329,YEA,H10,Democratic
K. Bratcher,HB329,YEA,H29,Republican
C. Harris,HB329,YEA,H93,Democratic
J. Miller,HB329,YEA,H36,Republican
A. Scott,HB329,YEA,H41,Democratic
G. Brown,HB329,YEA,H77,Democratic
M. Hart,HB329,YEA,H78,Republican
R. Mills,HB329,YEA,H11,Republican
J. Shell,HB329,YEA,H71,Republican
L. Brown,HB329,YEA,H95,Republican
A. Hatton,HB329,YEA,H94,Democratic
P. Moffett,HB329,YEA,H32,Republican
A. Simpson,HB329,YEA,H65,Democratic
M. Cantrell,HB329,YEA,H38,Democratic
R. Heath,HB329,YEA,H2,Republican
T. Moore,HB329,YEA,H18,Republican
J. Sims,HB329,YEA,H70,Democratic
J. Carney,HB329,YEA,H51,Republican
J. Hoover,HB329,YEA,H83,Republican
K. Moser,HB329,YEA,H64,Republican
K. Sinnette,HB329,YEA,H100,Democratic
M. Castlen,HB329,YEA,H14,Republican
D. Horlander,HB329,YEA,H40,Democratic
R. Nelson,HB329,YEA,H87,Democratic
D. St. Onge,HB329,YEA,H63,Republican
T. Couch,HB329,YEA,H90,Republican
R. Bunch,HB329,YEA,H82,Republican
J. Nemes,HB329,YEA,H33,Republican
J. Stewart,HB329,YEA,H86,Republican
W. Coursey,HB329,YEA,H6,Democratic
K. Imes,HB329,YEA,H5,Republican
D. Osborne,HB329,YEA,H59,Republican
W. Stone,HB329,YEA,H22,Democratic
J. DeCesare,HB329,YEA,H17,Republican
J. Jenkins,HB329,YEA,H44,Democratic
S. Overly,HB329,YEA,H72,Democratic
W. Thomas,HB329,YEA,H8,Republican
J. Donohue,HB329,YEA,H37,Democratic
DJ. Johnson,HB329,YEA,H13,Republican
R. Palumbo,HB329,YEA,H76,Democratic
J. Tipton,HB329,YEA,H53,Republican
M. Dossett,HB329,YEA,H9,Republican
J. Kay,HB329,YEA,H56,Democratic
J. Petrie,HB329,YEA,H16,Republican
K. Upchurch,HB329,YEA,H52,Republican
J. DuPlessis,HB329,YEA,H25,Republican
D. Keene,HB329,YEA,H67,Democratic
M. Prunty,HB329,YEA,H15,Republican
J. Wayne,HB329,YEA,H35,Democratic
D. Elliott,HB329,YEA,H54,Republican
K. King,HB329,YEA,H55,Republican
R. Rand,HB329,YEA,H47,Democratic
R. Webber,HB329,YEA,H26,Republican
J. Fischer,HB329,YEA,H68,Republican
A. Koenig,HB329,YEA,H69,Republican
W. Reed,HB329,YEA,H24,Republican
S. Westrom,HB329,YEA,H79,Democratic
K. Fleming,HB329,YEA,H48,Republican
S. Lee,HB329,YEA,H45,Republican
J. Richards,HB329,YEA,H20,Democratic
A. Wuchner,HB329,YEA,H66,Republican
K. Flood,HB329,YEA,H75,Democratic
D. Mayfield,HB329,YEA,H73,Republican
S. Riggs,HB329,YEA,H31,Democratic
J. York,HB329,YEA,H96,Republican
C. Fugate,HB329,YEA,H84,Republican
C. McCoy,HB329,YEA,H50,Republican
S. Riley,HB329,YEA,H23,Republican
T. Burch,HB329,NV,H30,Democratic
G. Watkins,HB329,NV,H3,Democratic
D. Owens,HB329,NV,H43,Democratic
M. Marzian,HB329,NV,H34,Democratic
T. Herald,HB329,NV,H91,Republican
W. Wells,HB329,NV,H97,Republican
P. Pratt,HB329,NV,H62,Republican
C. Miller,HB329,NV,H28,Democratic
B. Linder,HB329,NV,H61,Republican
T. Turner,HB329,NV,H85,Republican
C. Morgan,HB329,NV,H81,Republican
R. Adkins,HB334,YEA,H99,Democratic
A. Gentry,HB334,YEA,H46,Democratic
D. Mayfield,HB334,YEA,H73,Republican
S. Riley,HB334,YEA,H23,Republican
L. Bechler,HB334,YEA,H4,Republican
R. Goforth,HB334,YEA,H81,Republican
C. McCoy,HB334,YEA,H50,Republican
R. Rothenburger,HB334,YEA,H58,Republican
L. Belcher,HB334,YEA,H49,Democratic
J. Gooch,HB334,YEA,H12,Republican
D. Meade,HB334,YEA,H80,Republican
B. Rowland,HB334,YEA,H21,Republican
D. Bentley,HB334,YEA,H98,Republican
D. Graham,HB334,YEA,H57,Democratic
R. Meeks,HB334,YEA,H42,Democratic
S. Rudy,HB334,YEA,H1,Republican
R. Benvenuti,HB334,YEA,H88,Republican
J. Greer,HB334,YEA,H27,Democratic
M. Meredith,HB334,YEA,H19,Republican
S. Santoro,HB334,YEA,H60,Republican
J. Blanton,HB334,YEA,H92,Republican
D. Hale,HB334,YEA,H74,Republican
S. Miles,HB334,YEA,H7,Republican
D. Schamore,HB334,YEA,H10,Democratic
K. Bratcher,HB334,YEA,H29,Republican
C. Harris,HB334,YEA,H93,Democratic
J. Miller,HB334,YEA,H36,Republican
A. Scott,HB334,YEA,H41,Democratic
G. Brown,HB334,YEA,H77,Democratic
M. Hart,HB334,YEA,H78,Republican
R. Mills,HB334,YEA,H11,Republican
J. Shell,HB334,YEA,H71,Republican
T. Burch,HB334,YEA,H30,Democratic
A. Hatton,HB334,YEA,H94,Democratic
P. Moffett,HB334,YEA,H32,Republican
A. Simpson,HB334,YEA,H65,Democratic
M. Cantrell,HB334,YEA,H38,Democratic
R. Heath,HB334,YEA,H2,Republican
T. Moore,HB334,YEA,H18,Republican
J. Sims,HB334,YEA,H70,Democratic
J. Carney,HB334,YEA,H51,Republican
