Initial.Name,bill,vote,District,Party
W. Westerfield,SB202,YEA,S3,Republican
R. Girdler,SB202,YEA,S15,Republican
M. McGarvey,SB202,YEA,S19,Democratic
D. Seum,SB202,YEA,S38,Republican
M. Wilson,SB202,YEA,S32,Republican
D. Givens,SB202,YEA,S9,Republican
S. Meredith,SB202,YEA,S5,Republican
B. Smith,SB202,YEA,S30,Republican
M. Wise,SB202,YEA,S16,Republican
D. Harper Angel,SB202,YEA,S35,Democratic
G. Neal,SB202,YEA,S33,Democratic
R. Stivers II,SB202,YEA,S25,Republican
J. Carroll,SB202,NV,S7,Democratic
P. Hornback,SB202,NV,S20,Republican
P. Clark,SB202,NV,S37,Democratic
R. Alvarado,SB203,YEA,S28,Republican
D. Givens,SB203,YEA,S9,Republican
M. McGarvey,SB203,YEA,S19,Democratic
R. Stivers II,SB203,YEA,S25,Republican
J. Bowen,SB203,YEA,S8,Republican
D. Harper Angel,SB203,YEA,S35,Democratic
S. Meredith,SB203,YEA,S5,Republican
D. Thayer,SB203,YEA,S17,Republican
T. Buford,SB203,YEA,S22,Republican
E. Harris,SB203,YEA,S26,Republican
G. Neal,SB203,YEA,S33,Democratic
R. Thomas,SB203,YEA,S13,Democratic
J. Carpenter,SB203,YEA,S34,Republican
J. Higdon,SB203,YEA,S14,Republican
D. Parrett,SB203,YEA,S10,Democratic
J. Turner,SB203,YEA,S29,Democratic
D. Carroll,SB203,YEA,S2,Republican
P. Hornback,SB203,YEA,S20,Republican
J. Adams,SB203,YEA,S36,Republican
S. West,SB203,YEA,S27,Republican
J. Carroll,SB203,YEA,S7,Democratic
S. Humphries,SB203,YEA,S1,Republican
D. Ridley,SB203,YEA,S4,Democratic
W. Westerfield,SB203,YEA,S3,Republican
P. Clark,SB203,YEA,S37,Democratic
R. Jones II,SB203,YEA,S31,Democratic
A. Robinson,SB203,YEA,S21,Republican
M. Wilson,SB203,YEA,S32,Republican
C. Embry Jr.,SB203,YEA,S6,Republican
A. Kerr,SB203,YEA,S12,Republican
D. Seum,SB203,YEA,S38,Republican
M. Wise,SB203,YEA,S16,Republican
R. Girdler,SB203,YEA,S15,Republican
C. McDaniel,SB203,YEA,S23,Republican
B. Smith,SB203,YEA,S30,Republican
J. Schickel,SB203,NAY,S11,Republican
W. Schroder,SB203,NAY,S24,Republican
R. Webb,SB203,NAY,S18,Democratic
R. Alvarado,SB204,YEA,S28,Republican
D. Harper Angel,SB204,YEA,S35,Democratic
G. Neal,SB204,YEA,S33,Democratic
R. Stivers II,SB204,YEA,S25,Republican
J. Bowen,SB204,YEA,S8,Republican
E. Harris,SB204,YEA,S26,Republican
D. Parrett,SB204,YEA,S10,Democratic
D. Thayer,SB204,YEA,S17,Republican
T. Buford,SB204,YEA,S22,Republican
J. Higdon,SB204,YEA,S14,Republican
J. Adams,SB204,YEA,S36,Republican
R. Thomas,SB204,YEA,S13,Democratic
J. Carpenter,SB204,YEA,S34,Republican
P. Hornback,SB204,YEA,S20,Republican
D. Ridley,SB204,YEA,S4,Democratic
J. Turner,SB204,YEA,S29,Democratic
D. Carroll,SB204,YEA,S2,Republican
S. Humphries,SB204,YEA,S1,Republican
A. Robinson,SB204,YEA,S21,Republican
R. Webb,SB204,YEA,S18,Democratic
J. Carroll,SB204,YEA,S7,Democratic
R. Jones II,SB204,YEA,S31,Democratic
J. Schickel,SB204,YEA,S11,Republican
S. West,SB204,YEA,S27,Republican
P. Clark,SB204,YEA,S37,Democratic
A. Kerr,SB204,YEA,S12,Republican
W. Schroder,SB204,YEA,S24,Republican
W. Westerfield,SB204,YEA,S3,Republican
C. Embry Jr.,SB204,YEA,S6,Republican
C. McDaniel,SB204,YEA,S23,Republican
D. Seum,SB204,YEA,S38,Republican
M. Wilson,SB204,YEA,S32,Republican
R. Girdler,SB204,YEA,S15,Republican
M. McGarvey,SB204,YEA,S19,Democratic
B. Smith,SB204,YEA,S30,Republican
M. Wise,SB204,YEA,S16,Republican
D. Givens,SB204,YEA,S9,Republican
S. Meredith,SB204,YEA,S5,Republican
R. Alvarado,SB205,YEA,S28,Republican
E. Harris,SB205,YEA,S26,Republican
D. Parrett,SB205,YEA,S10,Democratic
D. Thayer,SB205,YEA,S17,Republican
J. Bowen,SB205,YEA,S8,Republican
J. Higdon,SB205,YEA,S14,Republican
J. Adams,SB205,YEA,S36,Republican
R. Thomas,SB205,YEA,S13,Democratic
T. Buford,SB205,YEA,S22,Republican
S. Humphries,SB205,YEA,S1,Republican
D. Ridley,SB205,YEA,S4,Democratic
J. Turner,SB205,YEA,S29,Democratic
J. Carpenter,SB205,YEA,S34,Republican
R. Jones II,SB205,YEA,S31,Democratic
A. Robinson,SB205,YEA,S21,Republican
R. Webb,SB205,YEA,S18,Democratic
D. Carroll,SB205,YEA,S2,Republican
A. Kerr,SB205,YEA,S12,Republican
J. Schickel,SB205,YEA,S11,Republican
S. West,SB205,YEA,S27,Republican
C. Embry Jr.,SB205,YEA,S6,Republican
C. McDaniel,SB205,YEA,S23,Republican
W. Schroder,SB205,YEA,S24,Republican
W. Westerfield,SB205,YEA,S3,Republican
R. Girdler,SB205,YEA,S15,Republican
M. McGarvey,SB205,YEA,S19,Democratic
D. Seum,SB205,YEA,S38,Republican
M. Wilson,SB205,YEA,S32,Republican
D. Givens,SB205,YEA,S9,Republican
S. Meredith,SB205,YEA,S5,Republican
B. Smith,SB205,YEA,S30,Republican
M. Wise,SB205,YEA,S16,Republican
D. Harper Angel,SB205,YEA,S35,Democratic
G. Neal,SB205,YEA,S33,Democratic
R. Stivers II,SB205,YEA,S25,Republican
J. Carroll,SB205,NV,S7,Democratic
P. Hornback,SB205,NV,S20,Republican
P. Clark,SB205,NV,S37,Democratic
R. Alvarado,SB210,YEA,S28,Republican
E. Harris,SB210,YEA,S26,Republican
G. Neal,SB210,YEA,S33,Democratic
R. Stivers II,SB210,YEA,S25,Republican
J. Bowen,SB210,YEA,S8,Republican
J. Higdon,SB210,YEA,S14,Republican
D. Parrett,SB210,YEA,S10,Democratic
D. Thayer,SB210,YEA,S17,Republican
T. Buford,SB210,YEA,S22,Republican
P. Hornback,SB210,YEA,S20,Republican
J. Adams,SB210,YEA,S36,Republican
R. Thomas,SB210,YEA,S13,Democratic
J. Carpenter,SB210,YEA,S34,Republican
S. Humphries,SB210,YEA,S1,Republican
D. Ridley,SB210,YEA,S4,Democratic
J. Turner,SB210,YEA,S29,Democratic
D. Carroll,SB210,YEA,S2,Republican
R. Jones II,SB210,YEA,S31,Democratic
A. Robinson,SB210,YEA,S21,Republican
R. Webb,SB210,YEA,S18,Democratic
C. Embry Jr.,SB210,YEA,S6,Republican
A. Kerr,SB210,YEA,S12,Republican
J. Schickel,SB210,YEA,S11,Republican
S. West,SB210,YEA,S27,Republican
R. Girdler,SB210,YEA,S15,Republican
C. McDaniel,SB210,YEA,S23,Republican
W. Schroder,SB210,YEA,S24,Republican
W. Westerfield,SB210,YEA,S3,Republican
D. Givens,SB210,YEA,S9,Republican
M. McGarvey,SB210,YEA,S19,Democratic
D. Seum,SB210,YEA,S38,Republican
M. Wilson,SB210,YEA,S32,Republican
D. Harper Angel,SB210,YEA,S35,Democratic
S. Meredith,SB210,YEA,S5,Republican
B. Smith,SB210,YEA,S30,Republican
M. Wise,SB210,YEA,S16,Republican
J. Carroll,SB210,NV,S7,Democratic
P. Clark,SB210,NV,S37,Democratic
R. Alvarado,SB211,YEA,S28,Republican
E. Harris,SB211,YEA,S26,Republican
G. Neal,SB211,YEA,S33,Democratic
R. Stivers II,SB211,YEA,S25,Republican
J. Bowen,SB211,YEA,S8,Republican
J. Higdon,SB211,YEA,S14,Republican
D. Parrett,SB211,YEA,S10,Democratic
D. Thayer,SB211,YEA,S17,Republican
T. Buford,SB211,YEA,S22,Republican
P. Hornback,SB211,YEA,S20,Republican
J. Adams,SB211,YEA,S36,Republican
R. Thomas,SB211,YEA,S13,Democratic
J. Carpenter,SB211,YEA,S34,Republican
S. Humphries,SB211,YEA,S1,Republican
D. Ridley,SB211,YEA,S4,Democratic
J. Turner,SB211,YEA,S29,Democratic
D. Carroll,SB211,YEA,S2,Republican
R. Jones II,SB211,YEA,S31,Democratic
A. Robinson,SB211,YEA,S21,Republican
R. Webb,SB211,YEA,S18,Democratic
J. Carroll,SB211,YEA,S7,Democratic
A. Kerr,SB211,YEA,S12,Republican
J. Schickel,SB211,YEA,S11,Republican
S. West,SB211,YEA,S27,Republican
C. Embry Jr.,SB211,YEA,S6,Republican
C. McDaniel,SB211,YEA,S23,Republican
W. Schroder,SB211,YEA,S24,Republican
W. Westerfield,SB211,YEA,S3,Republican
R. Girdler,SB211,YEA,S15,Republican
M. McGarvey,SB211,YEA,S19,Democratic
D. Seum,SB211,YEA,S38,Republican
M. Wilson,SB211,YEA,S32,Republican
D. Givens,SB211,YEA,S9,Republican
S. Meredith,SB211,YEA,S5,Republican
B. Smith,SB211,YEA,S30,Republican
M. Wise,SB211,YEA,S16,Republican
D. Harper Angel,SB211,YEA,S35,Democratic
P. Clark,SB211,NV,S37,Democratic
R. Alvarado,SB228,YEA,S28,Republican
E. Harris,SB228,YEA,S26,Republican
D. Parrett,SB228,YEA,S10,Democratic
D. Thayer,SB228,YEA,S17,Republican
J. Bowen,SB228,YEA,S8,Republican
J. Higdon,SB228,YEA,S14,Republican
J. Adams,SB228,YEA,S36,Republican
R. Thomas,SB228,YEA,S13,Democratic
T. Buford,SB228,YEA,S22,Republican
P. Hornback,SB228,YEA,S20,Republican
D. Ridley,SB228,YEA,S4,Democratic
J. Turner,SB228,YEA,S29,Democratic
J. Carpenter,SB228,YEA,S34,Republican
S. Humphries,SB228,YEA,S1,Republican
A. Robinson,SB228,YEA,S21,Republican
R. Webb,SB228,YEA,S18,Democratic
D. Carroll,SB228,YEA,S2,Republican
R. Jones II,SB228,YEA,S31,Democratic
J. Schickel,SB228,YEA,S11,Republican
S. West,SB228,YEA,S27,Republican
C. Embry Jr.,SB228,YEA,S6,Republican
A. Kerr,SB228,YEA,S12,Republican
W. Schroder,SB228,YEA,S24,Republican
W. Westerfield,SB228,YEA,S3,Republican
R. Girdler,SB228,YEA,S15,Republican
M. McGarvey,SB228,YEA,S19,Democratic
D. Seum,SB228,YEA,S38,Republican
M. Wilson,SB228,YEA,S32,Republican
D. Givens,SB228,YEA,S9,Republican
S. Meredith,SB228,YEA,S5,Republican
B. Smith,SB228,YEA,S30,Republican
M. Wise,SB228,YEA,S16,Republican
D. Harper Angel,SB228,YEA,S35,Democratic
G. Neal,SB228,YEA,S33,Democratic
R. Stivers II,SB228,YEA,S25,Republican
J. Carroll,SB228,NV,S7,Democratic
C. McDaniel,SB228,NV,S23,Republican
P. Clark,SB228,NV,S37,Democratic
R. Alvarado,SB231,YEA,S28,Republican
D. Givens,SB231,YEA,S9,Republican
M. McGarvey,SB231,YEA,S19,Democratic
B. Smith,SB231,YEA,S30,Republican
J. Bowen,SB231,YEA,S8,Republican
D. Harper Angel,SB231,YEA,S35,Democratic
S. Meredith,SB231,YEA,S5,Republican
D. Thayer,SB231,YEA,S17,Republican
T. Buford,SB231,YEA,S22,Republican
E. Harris,SB231,YEA,S26,Republican
D. Parrett,SB231,YEA,S10,Democratic
R. Thomas,SB231,YEA,S13,Democratic
J. Carpenter,SB231,YEA,S34,Republican
J. Higdon,SB231,YEA,S14,Republican
J. Adams,SB231,YEA,S36,Republican
J. Turner,SB231,YEA,S29,Democratic
D. Carroll,SB231,YEA,S2,Republican
P. Hornback,SB231,YEA,S20,Republican
D. Ridley,SB231,YEA,S4,Democratic
R. Webb,SB231,YEA,S18,Democratic
J. Carroll,SB231,YEA,S7,Democratic
S. Humphries,SB231,YEA,S1,Republican
A. Robinson,SB231,YEA,S21,Republican
S. West,SB231,YEA,S27,Republican
P. Clark,SB231,YEA,S37,Democratic
R. Jones II,SB231,YEA,S31,Democratic
J. Schickel,SB231,YEA,S11,Republican
W. Westerfield,SB231,YEA,S3,Republican
C. Embry Jr.,SB231,YEA,S6,Republican
A. Kerr,SB231,YEA,S12,Republican
W. Schroder,SB231,YEA,S24,Republican
M. Wilson,SB231,YEA,S32,Republican
R. Girdler,SB231,YEA,S15,Republican
C. McDaniel,SB231,YEA,S23,Republican
D. Seum,SB231,YEA,S38,Republican
M. Wise,SB231,YEA,S16,Republican
G. Neal,SB231,NV,S33,Democratic
R. Stivers II,SB231,NV,S25,Republican
R. Alvarado,SB233,YEA,S28,Republican
D. Harper Angel,SB233,YEA,S35,Democratic
G. Neal,SB233,YEA,S33,Democratic
R. Stivers II,SB233,YEA,S25,Republican
J. Bowen,SB233,YEA,S8,Republican
E. Harris,SB233,YEA,S26,Republican
D. Parrett,SB233,YEA,S10,Democratic
D. Thayer,SB233,YEA,S17,Republican
T. Buford,SB233,YEA,S22,Republican
J. Higdon,SB233,YEA,S14,Republican
J. Adams,SB233,YEA,S36,Republican
R. Thomas,SB233,YEA,S13,Democratic
J. Carpenter,SB233,YEA,S34,Republican
P. Hornback,SB233,YEA,S20,Republican
D. Ridley,SB233,YEA,S4,Democratic
J. Turner,SB233,YEA,S29,Democratic
D. Carroll,SB233,YEA,S2,Republican
S. Humphries,SB233,YEA,S1,Republican
A. Robinson,SB233,YEA,S21,Republican
R. Webb,SB233,YEA,S18,Democratic
J. Carroll,SB233,YEA,S7,Democratic
R. Jones II,SB233,YEA,S31,Democratic
J. Schickel,SB233,YEA,S11,Republican
S. West,SB233,YEA,S27,Republican
C. Embry Jr.,SB233,YEA,S6,Republican
C. McDaniel,SB233,YEA,S23,Republican
W. Schroder,SB233,YEA,S24,Republican
W. Westerfield,SB233,YEA,S3,Republican
R. Girdler,SB233,YEA,S15,Republican
M. McGarvey,SB233,YEA,S19,Democratic
D. Seum,SB233,YEA,S38,Republican
M. Wilson,SB233,YEA,S32,Republican
D. Givens,SB233,YEA,S9,Republican
S. Meredith,SB233,YEA,S5,Republican
B. Smith,SB233,YEA,S30,Republican
M. Wise,SB233,YEA,S16,Republican
P. Clark,SB233,NV,S37,Democratic
A. Kerr,SB233,NV,S12,Republican
R. Alvarado,SB237,YEA,S28,Republican
E. Harris,SB237,YEA,S26,Republican
D. Parrett,SB237,YEA,S10,Democratic
R. Stivers II,SB237,YEA,S25,Republican
J. Bowen,SB237,YEA,S8,Republican
P. Hornback,SB237,YEA,S20,Republican
J. Adams,SB237,YEA,S36,Republican
D. Thayer,SB237,YEA,S17,Republican
T. Buford,SB237,YEA,S22,Republican
S. Humphries,SB237,YEA,S1,Republican
A. Robinson,SB237,YEA,S21,Republican
S. West,SB237,YEA,S27,Republican
D. Carroll,SB237,YEA,S2,Republican
A. Kerr,SB237,YEA,S12,Republican
J. Schickel,SB237,YEA,S11,Republican
W. Westerfield,SB237,YEA,S3,Republican
C. Embry Jr.,SB237,YEA,S6,Republican
C. McDaniel,SB237,YEA,S23,Republican
W. Schroder,SB237,YEA,S24,Republican
M. Wilson,SB237,YEA,S32,Republican
R. Girdler,SB237,YEA,S15,Republican
M. McGarvey,SB237,YEA,S19,Democratic
D. Seum,SB237,YEA,S38,Republican
M. Wise,SB237,YEA,S16,Republican
D. Givens,SB237,YEA,S9,Republican
S. Meredith,SB237,YEA,S5,Republican
B. Smith,SB237,YEA,S30,Republican
J. Carpenter,SB237,NAY,S34,Republican
D. Harper Angel,SB237,NAY,S35,Democratic
G. Neal,SB237,NAY,S33,Democratic
J. Turner,SB237,NAY,S29,Democratic
J. Carroll,SB237,NAY,S7,Democratic
J. Higdon,SB237,NAY,S14,Republican
D. Ridley,SB237,NAY,S4,Democratic
R. Webb,SB237,NAY,S18,Democratic
P. Clark,SB237,NAY,S37,Democratic
R. Jones II,SB237,NAY,S31,Democratic
R. Thomas,SB237,NAY,S13,Democratic
R. Alvarado,SB238,YEA,S28,Republican
D. Harper Angel,SB238,YEA,S35,Democratic
S. Meredith,SB238,YEA,S5,Republican
R. Stivers II,SB238,YEA,S25,Republican
J. Bowen,SB238,YEA,S8,Republican
E. Harris,SB238,YEA,S26,Republican
D. Parrett,SB238,YEA,S10,Democratic
D. Thayer,SB238,YEA,S17,Republican
T. Buford,SB238,YEA,S22,Republican
J. Higdon,SB238,YEA,S14,Republican
J. Adams,SB238,YEA,S36,Republican
R. Thomas,SB238,YEA,S13,Democratic
J. Carpenter,SB238,YEA,S34,Republican
P. Hornback,SB238,YEA,S20,Republican
D. Ridley,SB238,YEA,S4,Democratic
J. Turner,SB238,YEA,S29,Democratic
D. Carroll,SB238,YEA,S2,Republican
S. Humphries,SB238,YEA,S1,Republican
A. Robinson,SB238,YEA,S21,Republican
R. Webb,SB238,YEA,S18,Democratic
J. Carroll,SB238,YEA,S7,Democratic
R. Jones II,SB238,YEA,S31,Democratic
J. Schickel,SB238,YEA,S11,Republican
S. West,SB238,YEA,S27,Republican
P. Clark,SB238,YEA,S37,Democratic
A. Kerr,SB238,YEA,S12,Republican
W. Schroder,SB238,YEA,S24,Republican
W. Westerfield,SB238,YEA,S3,Republican
C. Embry Jr.,SB238,YEA,S6,Republican
C. McDaniel,SB238,YEA,S23,Republican
D. Seum,SB238,YEA,S38,Republican
M. Wilson,SB238,YEA,S32,Republican
R. Girdler,SB238,YEA,S15,Republican
M. McGarvey,SB238,YEA,S19,Democratic
B. Smith,SB238,YEA,S30,Republican
M. Wise,SB238,YEA,S16,Republican
D. Givens,SB238,YEA,S9,Republican
G. Neal,SB238,NV,S33,Democratic
R. Alvarado,SB249,YEA,S28,Republican
D. Harper Angel,SB249,YEA,S35,Democratic
G. Neal,SB249,YEA,S33,Democratic
R. Stivers II,SB249,YEA,S25,Republican
J. Bowen,SB249,YEA,S8,Republican
E. Harris,SB249,YEA,S26,Republican
D. Parrett,SB249,YEA,S10,Democratic
D. Thayer,SB249,YEA,S17,Republican
T. Buford,SB249,YEA,S22,Republican
J. Higdon,SB249,YEA,S14,Republican
J. Adams,SB249,YEA,S36,Republican
R. Thomas,SB249,YEA,S13,Democratic
J. Carpenter,SB249,YEA,S34,Republican
P. Hornback,SB249,YEA,S20,Republican
D. Ridley,SB249,YEA,S4,Democratic
J. Turner,SB249,YEA,S29,Democratic
D. Carroll,SB249,YEA,S2,Republican
S. Humphries,SB249,YEA,S1,Republican
A. Robinson,SB249,YEA,S21,Republican
R. Webb,SB249,YEA,S18,Democratic
J. Carroll,SB249,YEA,S7,Democratic
R. Jones II,SB249,YEA,S31,Democratic
J. Schickel,SB249,YEA,S11,Republican
S. West,SB249,YEA,S27,Republican
P. Clark,SB249,YEA,S37,Democratic
A. Kerr,SB249,YEA,S12,Republican
W. Schroder,SB249,YEA,S24,Republican
W. Westerfield,SB249,YEA,S3,Republican
C. Embry Jr.,SB249,YEA,S6,Republican
C. McDaniel,SB249,YEA,S23,Republican
D. Seum,SB249,YEA,S38,Republican
M. Wilson,SB249,YEA,S32,Republican
R. Girdler,SB249,YEA,S15,Republican
M. McGarvey,SB249,YEA,S19,Democratic
B. Smith,SB249,YEA,S30,Republican
M. Wise,SB249,YEA,S16,Republican
D. Givens,SB249,YEA,S9,Republican
S. Meredith,SB249,YEA,S5,Republican
R. Alvarado,SB250,YEA,S28,Republican
D. Harper Angel,SB250,YEA,S35,Democratic
G. Neal,SB250,YEA,S33,Democratic
R. Stivers II,SB250,YEA,S25,Republican
J. Bowen,SB250,YEA,S8,Republican
E. Harris,SB250,YEA,S26,Republican
D. Parrett,SB250,YEA,S10,Democratic
D. Thayer,SB250,YEA,S17,Republican
T. Buford,SB250,YEA,S22,Republican
J. Higdon,SB250,YEA,S14,Republican
J. Adams,SB250,YEA,S36,Republican
R. Thomas,SB250,YEA,S13,Democratic
J. Carpenter,SB250,YEA,S34,Republican
P. Hornback,SB250,YEA,S20,Republican
D. Ridley,SB250,YEA,S4,Democratic
J. Turner,SB250,YEA,S29,Democratic
D. Carroll,SB250,YEA,S2,Republican
S. Humphries,SB250,YEA,S1,Republican
A. Robinson,SB250,YEA,S21,Republican
R. Webb,SB250,YEA,S18,Democratic
J. Carroll,SB250,YEA,S7,Democratic
R. Jones II,SB250,YEA,S31,Democratic
J. Schickel,SB250,YEA,S11,Republican
S. West,SB250,YEA,S27,Republican
C. Embry Jr.,SB250,YEA,S6,Republican
C. McDaniel,SB250,YEA,S23,Republican
W. Schroder,SB250,YEA,S24,Republican
W. Westerfield,SB250,YEA,S3,Republican
R. Girdler,SB250,YEA,S15,Republican
M. McGarvey,SB250,YEA,S19,Democratic
D. Seum,SB250,YEA,S38,Republican
M. Wilson,SB250,YEA,S32,Republican
D. Givens,SB250,YEA,S9,Republican
S. Meredith,SB250,YEA,S5,Republican
B. Smith,SB250,YEA,S30,Republican
M. Wise,SB250,YEA,S16,Republican
P. Clark,SB250,NV,S37,Democratic
A. Kerr,SB250,NV,S12,Republican
R. Alvarado,SR76,YEA,S28,Republican
D. Harper Angel,SR76,YEA,S35,Democratic
S. Meredith,SR76,YEA,S5,Republican
B. Smith,SR76,YEA,S30,Republican
J. Bowen,SR76,YEA,S8,Republican
E. Harris,SR76,YEA,S26,Republican
G. Neal,SR76,YEA,S33,Democratic
D. Thayer,SR76,YEA,S17,Republican
T. Buford,SR76,YEA,S22,Republican
J. Higdon,SR76,YEA,S14,Republican
D. Parrett,SR76,YEA,S10,Democratic
R. Thomas,SR76,YEA,S13,Democratic
J. Carpenter,SR76,YEA,S34,Republican
P. Hornback,SR76,YEA,S20,Republican
J. Adams,SR76,YEA,S36,Republican
J. Turner,SR76,YEA,S29,Democratic
D. Carroll,SR76,YEA,S2,Republican
S. Humphries,SR76,YEA,S1,Republican
D. Ridley,SR76,YEA,S4,Democratic
R. Webb,SR76,YEA,S18,Democratic
J. Carroll,SR76,YEA,S7,Democratic
R. Jones II,SR76,YEA,S31,Democratic
A. Robinson,SR76,YEA,S21,Republican
S. West,SR76,YEA,S27,Republican
P. Clark,SR76,YEA,S37,Democratic
A. Kerr,SR76,YEA,S12,Republican
J. Schickel,SR76,YEA,S11,Republican
W. Westerfield,SR76,YEA,S3,Republican
C. Embry Jr.,SR76,YEA,S6,Republican
C. McDaniel,SR76,YEA,S23,Republican
W. Schroder,SR76,YEA,S24,Republican
M. Wilson,SR76,YEA,S32,Republican
R. Girdler,SR76,YEA,S15,Republican
M. McGarvey,SR76,YEA,S19,Democratic
D. Seum,SR76,YEA,S38,Republican
M. Wise,SR76,YEA,S16,Republican
D. Givens,SR76,YEA,S9,Republican
R. Stivers II,SR76,NV,S25,Republican
R. Alvarado,SR77,YEA,S28,Republican
D. Harper Angel,SR77,YEA,S35,Democratic
G. Neal,SR77,YEA,S33,Democratic
R. Stivers II,SR77,YEA,S25,Republican
J. Bowen,SR77,YEA,S8,Republican
E. Harris,SR77,YEA,S26,Republican
D. Parrett,SR77,YEA,S10,Democratic
D. Thayer,SR77,YEA,S17,Republican
T. Buford,SR77,YEA,S22,Republican
J. Higdon,SR77,YEA,S14,Republican
J. Adams,SR77,YEA,S36,Republican
R. Thomas,SR77,YEA,S13,Democratic
J. Carpenter,SR77,YEA,S34,Republican
P. Hornback,SR77,YEA,S20,Republican
D. Ridley,SR77,YEA,S4,Democratic
J. Turner,SR77,YEA,S29,Democratic
D. Carroll,SR77,YEA,S2,Republican
S. Humphries,SR77,YEA,S1,Republican
A. Robinson,SR77,YEA,S21,Republican
R. Webb,SR77,YEA,S18,Democratic
J. Carroll,SR77,YEA,S7,Democratic
R. Jones II,SR77,YEA,S31,Democratic
J. Schickel,SR77,YEA,S11,Republican
S. West,SR77,YEA,S27,Republican
P. Clark,SR77,YEA,S37,Democratic
A. Kerr,SR77,YEA,S12,Republican
W. Schroder,SR77,YEA,S24,Republican
W. Westerfield,SR77,YEA,S3,Republican
C. Embry Jr.,SR77,YEA,S6,Republican
C. McDaniel,SR77,YEA,S23,Republican
D. Seum,SR77,YEA,S38,Republican
M. Wilson,SR77,YEA,S32,Republican
R. Girdler,SR77,YEA,S15,Republican
M. McGarvey,SR77,YEA,S19,Democratic
B. Smith,SR77,YEA,S30,Republican
M. Wise,SR77,YEA,S16,Republican
D. Givens,SR77,YEA,S9,Republican
S. Meredith,SR77,YEA,S5,Republican
R. Alvarado,SR78,YEA,S28,Republican
D. Harper Angel,SR78,YEA,S35,Democratic
G. Neal,SR78,YEA,S33,Democratic
R. Stivers II,SR78,YEA,S25,Republican
J. Bowen,SR78,YEA,S8,Republican
E. Harris,SR78,YEA,S26,Republican
D. Parrett,SR78,YEA,S10,Democratic
D. Thayer,SR78,YEA,S17,Republican
T. Buford,SR78,YEA,S22,Republican
J. Higdon,SR78,YEA,S14,Republican
J. Adams,SR78,YEA,S36,Republican
R. Thomas,SR78,YEA,S13,Democratic
J. Carpenter,SR78,YEA,S34,Republican
P. Hornback,SR78,YEA,S20,Republican
D. Ridley,SR78,YEA,S4,Democratic
J. Turner,SR78,YEA,S29,Democratic
D. Carroll,SR78,YEA,S2,Republican
S. Humphries,SR78,YEA,S1,Republican
A. Robinson,SR78,YEA,S21,Republican
R. Webb,SR78,YEA,S18,Democratic
J. Carroll,SR78,YEA,S7,Democratic
R. Jones II,SR78,YEA,S31,Democratic
J. Schickel,SR78,YEA,S11,Republican
S. West,SR78,YEA,S27,Republican
P. Clark,SR78,YEA,S37,Democratic
A. Kerr,SR78,YEA,S12,Republican
W. Schroder,SR78,YEA,S24,Republican
W. Westerfield,SR78,YEA,S3,Republican
C. Embry Jr.,SR78,YEA,S6,Republican
C. McDaniel,SR78,YEA,S23,Republican
D. Seum,SR78,YEA,S38,Republican
M. Wilson,SR78,YEA,S32,Republican
R. Girdler,SR78,YEA,S15,Republican
M. McGarvey,SR78,YEA,S19,Democratic
B. Smith,SR78,YEA,S30,Republican
M. Wise,SR78,YEA,S16,Republican
D. Givens,SR78,YEA,S9,Republican
S. Meredith,SR78,YEA,S5,Republican
R. Alvarado,SR79,YEA,S28,Republican
D. Harper Angel,SR79,YEA,S35,Democratic
G. Neal,SR79,YEA,S33,Democratic
R. Stivers II,SR79,YEA,S25,Republican
J. Bowen,SR79,YEA,S8,Republican
E. Harris,SR79,YEA,S26,Republican
D. Parrett,SR79,YEA,S10,Democratic
D. Thayer,SR79,YEA,S17,Republican
T. Buford,SR79,YEA,S22,Republican
J. Higdon,SR79,YEA,S14,Republican
J. Adams,SR79,YEA,S36,Republican
R. Thomas,SR79,YEA,S13,Democratic
J. Carpenter,SR79,YEA,S34,Republican
P. Hornback,SR79,YEA,S20,Republican
D. Ridley,SR79,YEA,S4,Democratic
J. Turner,SR79,YEA,S29,Democratic
D. Carroll,SR79,YEA,S2,Republican
S. Humphries,SR79,YEA,S1,Republican
A. Robinson,SR79,YEA,S21,Republican
R. Webb,SR79,YEA,S18,Democratic
J. Carroll,SR79,YEA,S7,Democratic
R. Jones II,SR79,YEA,S31,Democratic
J. Schickel,SR79,YEA,S11,Republican
S. West,SR79,YEA,S27,Republican
P. Clark,SR79,YEA,S37,Democratic
A. Kerr,SR79,YEA,S12,Republican
W. Schroder,SR79,YEA,S24,Republican
W. Westerfield,SR79,YEA,S3,Republican
C. Embry Jr.,SR79,YEA,S6,Republican
C. McDaniel,SR79,YEA,S23,Republican
D. Seum,SR79,YEA,S38,Republican
M. Wilson,SR79,YEA,S32,Republican
R. Girdler,SR79,YEA,S15,Republican
M. McGarvey,SR79,YEA,S19,Democratic
B. Smith,SR79,YEA,S30,Republican
M. Wise,SR79,YEA,S16,Republican
D. Givens,SR79,YEA,S9,Republican
S. Meredith,SR79,YEA,S5,Republican
R. Alvarado,SR80,YEA,S28,Republican
D. Harper Angel,SR80,YEA,S35,Democratic
S. Meredith,SR80,YEA,S5,Republican
B. Smith,SR80,YEA,S30,Republican
J. Bowen,SR80,YEA,S8,Republican
E. Harris,SR80,YEA,S26,Republican
G. Neal,SR80,YEA,S33,Democratic
